timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1659948737416,81,HTTP Request,500,Internal Server Error,Practice 1-147,text,false,,2792,112,150,150,https://itc.edu.kh/,81,0,70
1659948736353,1171,HTTP Request,500,Internal Server Error,Practice 1-126,text,false,,2792,112,150,150,https://itc.edu.kh/,1171,0,1149
1659948737433,92,HTTP Request,500,Internal Server Error,Practice 1-127,text,false,,2792,112,150,150,https://itc.edu.kh/,92,0,68
1659948737497,49,HTTP Request,500,Internal Server Error,Practice 1-138,text,false,,2792,112,150,150,https://itc.edu.kh/,49,0,42
1659948737497,53,HTTP Request,500,Internal Server Error,Practice 1-147,text,false,,2792,112,150,150,https://itc.edu.kh/,52,0,43
1659948737497,56,HTTP Request,500,Internal Server Error,Practice 1-57,text,false,,2792,112,150,150,https://itc.edu.kh/,56,0,45
1659948737525,52,HTTP Request,500,Internal Server Error,Practice 1-126,text,false,,2792,112,150,150,https://itc.edu.kh/,52,0,24
1659948737546,64,HTTP Request,500,Internal Server Error,Practice 1-138,text,false,,2792,112,150,150,https://itc.edu.kh/,64,0,47
1659948737550,62,HTTP Request,500,Internal Server Error,Practice 1-147,text,false,,2792,112,150,150,https://itc.edu.kh/,62,0,52
1659948737554,66,HTTP Request,500,Internal Server Error,Practice 1-57,text,false,,2792,112,150,150,https://itc.edu.kh/,66,0,57
1659948737612,68,HTTP Request,500,Internal Server Error,Practice 1-147,text,false,,2792,112,149,149,https://itc.edu.kh/,67,0,29
1659948737611,69,HTTP Request,500,Internal Server Error,Practice 1-138,text,false,,2792,112,149,149,https://itc.edu.kh/,68,0,21
1659948737680,53,HTTP Request,500,Internal Server Error,Practice 1-147,text,false,,2792,112,149,149,https://itc.edu.kh/,53,0,37
1659948737680,53,HTTP Request,500,Internal Server Error,Practice 1-138,text,false,,2792,112,149,149,https://itc.edu.kh/,53,0,37
1659948737526,315,HTTP Request,500,Internal Server Error,Practice 1-127,text,false,,2792,112,147,147,https://itc.edu.kh/,314,0,53
1659948736944,1122,HTTP Request,500,Internal Server Error,Practice 1-87,text,false,,2792,112,146,146,https://itc.edu.kh/,1122,0,1098
1659948737174,1153,HTTP Request,500,Internal Server Error,Practice 1-36,text,false,,2792,112,145,145,https://itc.edu.kh/,1153,0,1141
1659948735912,2477,HTTP Request,500,Internal Server Error,Practice 1-146,text,false,,2792,112,144,144,https://itc.edu.kh/,2476,0,2467
1659948737578,2265,HTTP Request,500,Internal Server Error,Practice 1-126,text,false,,2792,112,143,143,https://itc.edu.kh/,2265,0,2258
1659948717864,36419,HTTP Request,200,OK,Practice 1-46,text,true,,182176,112,142,142,https://itc.edu.kh/,36274,0,3065
1659948717847,37334,HTTP Request,200,OK,Practice 1-43,text,true,,182176,112,141,141,https://itc.edu.kh/,37313,0,3087
1659948717839,37342,HTTP Request,200,OK,Practice 1-41,text,true,,182176,112,141,141,https://itc.edu.kh/,37321,0,3095
1659948717852,37894,HTTP Request,200,OK,Practice 1-44,text,true,,182176,112,139,139,https://itc.edu.kh/,37835,0,3076
1659948717895,44803,HTTP Request,200,OK,Practice 1-48,text,true,,182176,112,138,138,https://itc.edu.kh/,44777,0,4281
1659948717853,47488,HTTP Request,200,OK,Practice 1-45,text,true,,182176,112,137,137,https://itc.edu.kh/,47466,0,4316
1659948717969,47412,HTTP Request,200,OK,Practice 1-62,text,true,,182176,112,136,136,https://itc.edu.kh/,47351,0,4185
1659948717997,47742,HTTP Request,200,OK,Practice 1-66,text,true,,182176,112,135,135,https://itc.edu.kh/,47610,0,4162
1659948718024,47715,HTTP Request,200,OK,Practice 1-69,text,true,,182176,112,135,135,https://itc.edu.kh/,47628,0,4138
1659948717983,47886,HTTP Request,200,OK,Practice 1-64,text,true,,182176,112,133,133,https://itc.edu.kh/,47812,0,4187
1659948717871,48291,HTTP Request,200,OK,Practice 1-47,text,true,,182176,112,132,132,https://itc.edu.kh/,48194,0,4297
1659948717950,48336,HTTP Request,200,OK,Practice 1-58,text,true,,182176,112,131,131,https://itc.edu.kh/,48287,0,4219
1659948717991,48356,HTTP Request,200,OK,Practice 1-65,text,true,,182176,112,130,130,https://itc.edu.kh/,48274,0,4183
1659948717975,48396,HTTP Request,200,OK,Practice 1-63,text,true,,182176,112,129,129,https://itc.edu.kh/,48368,0,4174
1659948718031,48459,HTTP Request,200,OK,Practice 1-70,text,true,,182176,112,128,128,https://itc.edu.kh/,48375,0,4131
1659948717689,49035,HTTP Request,200,OK,Practice 1-22,text,true,,182176,112,127,127,https://itc.edu.kh/,48878,0,4472
1659948717959,48776,HTTP Request,200,OK,Practice 1-60,text,true,,182176,112,126,126,https://itc.edu.kh/,48765,0,4207
1659948717686,51404,HTTP Request,200,OK,Practice 1-21,text,true,,182176,112,125,125,https://itc.edu.kh/,51346,0,5316
1659948718037,51313,HTTP Request,200,OK,Practice 1-71,text,true,,182176,112,124,124,https://itc.edu.kh/,51226,0,4940
1659948718088,51956,HTTP Request,200,OK,Practice 1-79,text,true,,182176,112,123,123,https://itc.edu.kh/,51894,0,4931
1659948718112,52053,HTTP Request,200,OK,Practice 1-82,text,true,,182176,112,122,122,https://itc.edu.kh/,51987,0,4928
1659948718081,52119,HTTP Request,200,OK,Practice 1-78,text,true,,182176,112,121,121,https://itc.edu.kh/,52049,0,4935
1659948718041,52190,HTTP Request,200,OK,Practice 1-72,text,true,,182176,112,120,120,https://itc.edu.kh/,52080,0,4971
1659948718097,52285,HTTP Request,200,OK,Practice 1-80,text,true,,182176,112,119,119,https://itc.edu.kh/,52234,0,4933
1659948718049,52387,HTTP Request,200,OK,Practice 1-73,text,true,,182176,112,118,118,https://itc.edu.kh/,52293,0,4949
1659948718109,52423,HTTP Request,200,OK,Practice 1-81,text,true,,182176,112,117,117,https://itc.edu.kh/,52346,0,4997
1659948718128,52542,HTTP Request,200,OK,Practice 1-84,text,true,,182176,112,116,116,https://itc.edu.kh/,52464,0,4982
1659948718117,52647,HTTP Request,200,OK,Practice 1-83,text,true,,182176,112,115,115,https://itc.edu.kh/,52541,0,4992
1659948718057,52757,HTTP Request,200,OK,Practice 1-74,text,true,,182176,112,114,114,https://itc.edu.kh/,52699,0,4964
1659948718142,52672,HTTP Request,200,OK,Practice 1-85,text,true,,182176,112,114,114,https://itc.edu.kh/,52613,0,5013
1659948718166,52927,HTTP Request,200,OK,Practice 1-90,text,true,,182176,112,112,112,https://itc.edu.kh/,52813,0,5064
1659948718143,52994,HTTP Request,200,OK,Practice 1-86,text,true,,182176,112,111,111,https://itc.edu.kh/,52857,0,5070
1659948718153,53335,HTTP Request,200,OK,Practice 1-88,text,true,,182176,112,110,110,https://itc.edu.kh/,53310,0,5011
1659948718163,53498,HTTP Request,200,OK,Practice 1-89,text,true,,182176,112,109,109,https://itc.edu.kh/,53422,0,5027
1659948724248,48759,HTTP Request,200,OK,Practice 1-39,text,true,,182175,112,108,108,https://itc.edu.kh/,48711,0,0
1659948718233,54972,HTTP Request,200,OK,Practice 1-98,text,true,,182176,112,107,107,https://itc.edu.kh/,54915,0,6022
1659948718219,55101,HTTP Request,200,OK,Practice 1-97,text,true,,182176,112,106,106,https://itc.edu.kh/,55055,0,6012
1659948717962,55490,HTTP Request,200,OK,Practice 1-61,text,true,,182176,112,105,105,https://itc.edu.kh/,55412,0,6298
1659948718208,55394,HTTP Request,200,OK,Practice 1-96,text,true,,182176,112,104,104,https://itc.edu.kh/,55331,0,6039
1659948718234,55395,HTTP Request,200,OK,Practice 1-99,text,true,,182176,112,103,103,https://itc.edu.kh/,55352,0,6055
1659948718214,55516,HTTP Request,200,OK,Practice 1-95,text,true,,182176,112,102,102,https://itc.edu.kh/,55455,0,6017
1659948718273,55523,HTTP Request,200,OK,Practice 1-105,text,true,,182176,112,101,101,https://itc.edu.kh/,55478,0,6206
1659948718264,55703,HTTP Request,200,OK,Practice 1-103,text,true,,182176,112,100,100,https://itc.edu.kh/,55677,0,6223
1659948718061,56007,HTTP Request,200,OK,Practice 1-75,text,true,,182176,112,99,99,https://itc.edu.kh/,55939,0,6738
1659948718267,55876,HTTP Request,200,OK,Practice 1-104,text,true,,182176,112,98,98,https://itc.edu.kh/,55799,0,6143
1659948718261,55882,HTTP Request,200,OK,Practice 1-102,text,true,,182176,112,98,98,https://itc.edu.kh/,55799,0,6134
1659948717604,56612,HTTP Request,200,OK,Practice 1-9,text,true,,182176,112,96,96,https://itc.edu.kh/,56573,0,6646
1659948718333,55932,HTTP Request,200,OK,Practice 1-113,text,true,,182176,112,95,95,https://itc.edu.kh/,55664,0,6506
1659948718334,56000,HTTP Request,200,OK,Practice 1-114,text,true,,182176,112,94,94,https://itc.edu.kh/,55937,0,6578
1659948717761,56643,HTTP Request,200,OK,Practice 1-32,text,true,,182176,112,93,93,https://itc.edu.kh/,56612,0,7158
1659948718298,56116,HTTP Request,200,OK,Practice 1-108,text,true,,182176,112,93,93,https://itc.edu.kh/,56043,0,6294
1659948718290,56145,HTTP Request,200,OK,Practice 1-107,text,true,,182176,112,91,91,https://itc.edu.kh/,56100,0,6216
1659948718253,56203,HTTP Request,200,OK,Practice 1-101,text,true,,182176,112,90,90,https://itc.edu.kh/,56120,0,6067
1659948718241,56260,HTTP Request,200,OK,Practice 1-100,text,true,,182176,112,89,89,https://itc.edu.kh/,56214,0,6153
1659948718339,56209,HTTP Request,200,OK,Practice 1-115,text,true,,182176,112,88,88,https://itc.edu.kh/,56143,0,6466
1659948718301,56288,HTTP Request,200,OK,Practice 1-109,text,true,,182176,112,87,87,https://itc.edu.kh/,56184,0,6406
1659948718311,56302,HTTP Request,200,OK,Practice 1-110,text,true,,182176,112,86,86,https://itc.edu.kh/,56271,0,6386
1659948718362,56426,HTTP Request,200,OK,Practice 1-118,text,true,,182176,112,85,85,https://itc.edu.kh/,56387,0,6703
1659948717742,57089,HTTP Request,200,OK,Practice 1-29,text,true,,182176,112,84,84,https://itc.edu.kh/,57038,0,7267
1659948718370,56538,HTTP Request,200,OK,Practice 1-119,text,true,,182176,112,83,83,https://itc.edu.kh/,56505,0,6777
1659948717714,57195,HTTP Request,200,OK,Practice 1-25,text,true,,182176,112,83,83,https://itc.edu.kh/,55916,0,6897
1659948717897,57206,HTTP Request,200,OK,Practice 1-51,text,true,,182176,112,81,81,https://itc.edu.kh/,57135,0,7435
1659948717679,57433,HTTP Request,200,OK,Practice 1-20,text,true,,182176,112,80,80,https://itc.edu.kh/,57401,0,7630
1659948717587,57606,HTTP Request,200,OK,Practice 1-7,text,true,,182176,112,79,79,https://itc.edu.kh/,57591,0,7449
1659948717557,57647,HTTP Request,200,OK,Practice 1-3,text,true,,182176,112,78,78,https://itc.edu.kh/,57626,0,7757
1659948718378,56892,HTTP Request,200,OK,Practice 1-120,text,true,,182176,112,77,77,https://itc.edu.kh/,56828,0,6827
1659948718391,57026,HTTP Request,200,OK,Practice 1-122,text,true,,182176,112,76,76,https://itc.edu.kh/,57008,0,6942
1659948726664,49354,HTTP Request,200,OK,Practice 1-40,text,true,,182175,112,75,75,https://itc.edu.kh/,49313,0,0
1659948718396,57627,HTTP Request,200,OK,Practice 1-123,text,true,,182176,112,74,74,https://itc.edu.kh/,57581,0,7947
1659948718383,57640,HTTP Request,200,OK,Practice 1-121,text,true,,182176,112,74,74,https://itc.edu.kh/,57594,0,7966
1659948718404,57624,HTTP Request,200,OK,Practice 1-124,text,true,,182176,112,72,72,https://itc.edu.kh/,57573,0,7940
1659948718439,57634,HTTP Request,200,OK,Practice 1-128,text,true,,182176,112,71,71,https://itc.edu.kh/,57583,0,7918
1659948717674,58417,HTTP Request,200,OK,Practice 1-19,text,true,,182176,112,70,70,https://itc.edu.kh/,58373,0,8954
1659948717552,58553,HTTP Request,200,OK,Practice 1-1,text,true,,182176,112,69,69,https://itc.edu.kh/,58533,0,8808
1659948718463,57651,HTTP Request,200,OK,Practice 1-132,text,true,,182176,112,68,68,https://itc.edu.kh/,57627,0,7963
1659948718542,57743,HTTP Request,200,OK,Practice 1-143,text,true,,182176,112,67,67,https://itc.edu.kh/,57706,0,9026
1659948718495,57822,HTTP Request,200,OK,Practice 1-137,text,true,,182176,112,66,66,https://itc.edu.kh/,57789,0,8400
1659948718412,57905,HTTP Request,200,OK,Practice 1-125,text,true,,182176,112,66,66,https://itc.edu.kh/,57856,0,7940
1659948717947,58384,HTTP Request,200,OK,Practice 1-56,text,true,,182176,112,64,64,https://itc.edu.kh/,58341,0,8801
1659948718452,57890,HTTP Request,200,OK,Practice 1-131,text,true,,182176,112,63,63,https://itc.edu.kh/,57863,0,7974
1659948717663,58757,HTTP Request,200,OK,Practice 1-18,text,true,,182176,112,62,62,https://itc.edu.kh/,58690,0,9071
1659948717654,58821,HTTP Request,200,OK,Practice 1-16,text,true,,182176,112,61,61,https://itc.edu.kh/,58771,0,9526
1659948718466,58033,HTTP Request,200,OK,Practice 1-133,text,true,,182176,112,60,60,https://itc.edu.kh/,58003,0,8174
1659948718542,58139,HTTP Request,200,OK,Practice 1-142,text,true,,182176,112,59,59,https://itc.edu.kh/,58079,0,8821
1659948718528,58153,HTTP Request,200,OK,Practice 1-141,text,true,,182176,112,59,59,https://itc.edu.kh/,58093,0,8831
1659948718478,58204,HTTP Request,200,OK,Practice 1-134,text,true,,182176,112,57,57,https://itc.edu.kh/,58143,0,8393
1659948727757,48937,HTTP Request,200,OK,Practice 1-34,text,true,,182175,112,56,56,https://itc.edu.kh/,48865,0,0
1659948717616,59078,HTTP Request,200,OK,Practice 1-11,text,true,,182176,112,56,56,https://itc.edu.kh/,59005,0,9099
1659948718451,58252,HTTP Request,200,OK,Practice 1-130,text,true,,182176,112,54,54,https://itc.edu.kh/,58182,0,8071
1659948718520,58195,HTTP Request,200,OK,Practice 1-140,text,true,,182176,112,53,53,https://itc.edu.kh/,58113,0,8782
1659948718511,58209,HTTP Request,200,OK,Practice 1-139,text,true,,182176,112,52,52,https://itc.edu.kh/,58120,0,8742
1659948718483,58239,HTTP Request,200,OK,Practice 1-135,text,true,,182176,112,52,52,https://itc.edu.kh/,58180,0,8485
1659948718491,58263,HTTP Request,200,OK,Practice 1-136,text,true,,182176,112,50,50,https://itc.edu.kh/,58238,0,8575
1659948717552,59322,HTTP Request,200,OK,Practice 1-2,text,true,,182176,112,49,49,https://itc.edu.kh/,59286,0,10278
1659948717894,58988,HTTP Request,200,OK,Practice 1-50,text,true,,182176,112,48,48,https://itc.edu.kh/,58952,0,9172
1659948717724,59267,HTTP Request,200,OK,Practice 1-27,text,true,,182176,112,47,47,https://itc.edu.kh/,59212,0,10035
1659948718551,58487,HTTP Request,200,OK,Practice 1-145,text,true,,182176,112,46,46,https://itc.edu.kh/,58461,0,9153
1659948717645,59431,HTTP Request,200,OK,Practice 1-15,text,true,,182176,112,45,45,https://itc.edu.kh/,59402,0,10439
1659948728395,48682,HTTP Request,200,OK,Practice 1-42,text,true,,182175,112,45,45,https://itc.edu.kh/,48659,0,0
1659948717766,59323,HTTP Request,200,OK,Practice 1-33,text,true,,182176,112,43,43,https://itc.edu.kh/,59306,0,10157
1659948718543,58622,HTTP Request,200,OK,Practice 1-144,text,true,,182176,112,42,42,https://itc.edu.kh/,58593,0,9021
1659948717891,59477,HTTP Request,200,OK,Practice 1-49,text,true,,182176,112,41,41,https://itc.edu.kh/,59451,0,11428
1659948717566,59905,HTTP Request,200,OK,Practice 1-4,text,true,,182176,112,40,40,https://itc.edu.kh/,59870,0,11537
1659948717907,59564,HTTP Request,200,OK,Practice 1-52,text,true,,182176,112,40,40,https://itc.edu.kh/,59529,0,11196
1659948717951,59526,HTTP Request,200,OK,Practice 1-59,text,true,,182176,112,38,38,https://itc.edu.kh/,59485,0,11150
1659948717595,59883,HTTP Request,200,OK,Practice 1-8,text,true,,182176,112,38,38,https://itc.edu.kh/,59841,0,11541
1659948717719,59769,HTTP Request,200,OK,Practice 1-26,text,true,,182176,112,36,36,https://itc.edu.kh/,59745,0,12087
1659948717736,59779,HTTP Request,200,OK,Practice 1-28,text,true,,182176,112,35,35,https://itc.edu.kh/,59748,0,11763
1659948731184,46345,HTTP Request,200,OK,Practice 1-35,text,true,,182175,112,34,34,https://itc.edu.kh/,46302,0,0
1659948717627,59937,HTTP Request,200,OK,Practice 1-13,text,true,,182176,112,33,33,https://itc.edu.kh/,59902,0,11478
1659948718070,59494,HTTP Request,200,OK,Practice 1-76,text,true,,182176,112,33,33,https://itc.edu.kh/,59456,0,11361
1659948717621,60025,HTTP Request,200,OK,Practice 1-12,text,true,,182176,112,31,31,https://itc.edu.kh/,59949,0,11940
1659948718582,59077,HTTP Request,200,OK,Practice 1-149,text,true,,182176,112,30,30,https://itc.edu.kh/,59044,0,10518
1659948718197,59476,HTTP Request,200,OK,Practice 1-94,text,true,,182176,112,29,29,https://itc.edu.kh/,59444,0,11592
1659948718013,59660,HTTP Request,200,OK,Practice 1-68,text,true,,182176,112,29,29,https://itc.edu.kh/,59628,0,11092
1659948717708,59978,HTTP Request,200,OK,Practice 1-24,text,true,,182176,112,27,27,https://itc.edu.kh/,59951,0,12169
1659948718003,59683,HTTP Request,200,OK,Practice 1-67,text,true,,182176,112,27,27,https://itc.edu.kh/,59658,0,11305
1659948717643,60057,HTTP Request,200,OK,Practice 1-14,text,true,,182176,112,25,25,https://itc.edu.kh/,60042,0,12009
1659948730451,47271,HTTP Request,200,OK,Practice 1-38,text,true,,182175,112,24,24,https://itc.edu.kh/,47249,0,0
1659948718075,59669,HTTP Request,200,OK,Practice 1-77,text,true,,182176,112,23,23,https://itc.edu.kh/,59656,0,12104
1659948718278,59483,HTTP Request,200,OK,Practice 1-106,text,true,,182176,112,22,22,https://itc.edu.kh/,59464,0,12480
1659948731559,46245,HTTP Request,200,OK,Practice 1-37,text,true,,182175,112,21,21,https://itc.edu.kh/,46201,0,0
1659948717572,60232,HTTP Request,200,OK,Practice 1-5,text,true,,182176,112,20,20,https://itc.edu.kh/,60185,0,12443
1659948717926,59907,HTTP Request,200,OK,Practice 1-55,text,true,,182176,112,19,19,https://itc.edu.kh/,59840,0,12833
1659948718187,59667,HTTP Request,200,OK,Practice 1-92,text,true,,182176,112,18,18,https://itc.edu.kh/,59523,0,11980
1659948718589,59267,HTTP Request,200,OK,Practice 1-150,text,true,,182176,112,17,17,https://itc.edu.kh/,59184,0,11969
1659948717915,59969,HTTP Request,200,OK,Practice 1-53,text,true,,182176,112,16,16,https://itc.edu.kh/,59917,0,12843
1659948717606,60292,HTTP Request,200,OK,Practice 1-10,text,true,,182176,112,15,15,https://itc.edu.kh/,60227,0,12538
1659948718577,59324,HTTP Request,200,OK,Practice 1-148,text,true,,182176,112,15,15,https://itc.edu.kh/,59228,0,12583
1659948717585,60322,HTTP Request,200,OK,Practice 1-6,text,true,,182176,112,15,15,https://itc.edu.kh/,60221,0,12829
1659948718445,59470,HTTP Request,200,OK,Practice 1-129,text,true,,182176,112,15,15,https://itc.edu.kh/,59387,0,12935
1659948718315,59617,HTTP Request,200,OK,Practice 1-111,text,true,,182176,112,11,11,https://itc.edu.kh/,59517,0,12674
1659948717750,60198,HTTP Request,200,OK,Practice 1-30,text,true,,182176,112,10,10,https://itc.edu.kh/,60103,0,12869
1659948717917,60043,HTTP Request,200,OK,Practice 1-54,text,true,,182176,112,9,9,https://itc.edu.kh/,59936,0,13463
1659948718350,59670,HTTP Request,200,OK,Practice 1-116,text,true,,182176,112,8,8,https://itc.edu.kh/,59542,0,14090
1659948718356,59672,HTTP Request,200,OK,Practice 1-117,text,true,,182176,112,7,7,https://itc.edu.kh/,59497,0,14083
1659948733944,44085,HTTP Request,200,OK,Practice 1-93,text,true,,182176,112,7,7,https://itc.edu.kh/,44029,0,68
1659948717700,60337,HTTP Request,200,OK,Practice 1-23,text,true,,182176,112,5,5,https://itc.edu.kh/,60179,0,13464
1659948718321,59722,HTTP Request,200,OK,Practice 1-112,text,true,,182176,112,4,4,https://itc.edu.kh/,59571,0,14116
1659948717657,60402,HTTP Request,200,OK,Practice 1-17,text,true,,182176,112,3,3,https://itc.edu.kh/,60196,0,14777
1659948718178,60275,HTTP Request,200,OK,Practice 1-91,text,true,,182176,112,2,2,https://itc.edu.kh/,59654,0,12882
1659948717757,60950,HTTP Request,200,OK,Practice 1-31,text,true,,182176,112,1,1,https://itc.edu.kh/,59275,0,9811
1659948871585,12345,HTTP Request,500,Internal Server Error,Practice 1-120,text,false,,2792,112,150,150,https://itc.edu.kh/,12344,0,12136
1659948871372,12693,HTTP Request,500,Internal Server Error,Practice 1-90,text,false,,2792,112,150,150,https://itc.edu.kh/,12692,0,12638
1659948871233,12904,HTTP Request,500,Internal Server Error,Practice 1-68,text,false,,2792,112,150,150,https://itc.edu.kh/,12904,0,12686
1659948871699,12476,HTTP Request,500,Internal Server Error,Practice 1-136,text,false,,2792,112,150,150,https://itc.edu.kh/,12475,0,12403
1659948871704,12542,HTTP Request,500,Internal Server Error,Practice 1-137,text,false,,2792,112,150,150,https://itc.edu.kh/,12541,0,12455
1659948871457,12861,HTTP Request,500,Internal Server Error,Practice 1-100,text,false,,2792,112,150,150,https://itc.edu.kh/,12860,0,12554
1659948871633,12685,HTTP Request,500,Internal Server Error,Practice 1-127,text,false,,2792,112,150,150,https://itc.edu.kh/,12684,0,12391
1659948871619,12708,HTTP Request,500,Internal Server Error,Practice 1-125,text,false,,2792,112,150,150,https://itc.edu.kh/,12708,0,12582
1659948884138,203,HTTP Request,500,Internal Server Error,Practice 1-68,text,false,,2792,112,150,150,https://itc.edu.kh/,201,0,135
1659948884319,66,HTTP Request,500,Internal Server Error,Practice 1-127,text,false,,2792,112,150,150,https://itc.edu.kh/,66,0,48
1659948884385,36,HTTP Request,500,Internal Server Error,Practice 1-127,text,false,,2792,112,150,150,https://itc.edu.kh/,36,0,24
1659948884341,80,HTTP Request,500,Internal Server Error,Practice 1-68,text,false,,2792,112,150,150,https://itc.edu.kh/,80,0,34
1659948884319,117,HTTP Request,500,Internal Server Error,Practice 1-100,text,false,,2792,112,150,150,https://itc.edu.kh/,117,0,44
1659948884426,40,HTTP Request,500,Internal Server Error,Practice 1-68,text,false,,2792,112,150,150,https://itc.edu.kh/,39,0,26
1659948884426,49,HTTP Request,500,Internal Server Error,Practice 1-127,text,false,,2792,112,150,150,https://itc.edu.kh/,48,0,26
1659948884466,38,HTTP Request,500,Internal Server Error,Practice 1-68,text,false,,2792,112,150,150,https://itc.edu.kh/,38,0,23
1659948884436,68,HTTP Request,500,Internal Server Error,Practice 1-100,text,false,,2792,112,150,150,https://itc.edu.kh/,68,0,31
1659948883931,575,HTTP Request,500,Internal Server Error,Practice 1-120,text,false,,2792,112,150,150,https://itc.edu.kh/,572,0,300
1659948884176,337,HTTP Request,500,Internal Server Error,Practice 1-136,text,false,,2792,112,150,150,https://itc.edu.kh/,336,0,144
1659948884328,185,HTTP Request,500,Internal Server Error,Practice 1-125,text,false,,2792,112,150,150,https://itc.edu.kh/,185,0,34
1659948884475,53,HTTP Request,500,Internal Server Error,Practice 1-127,text,false,,2792,112,150,150,https://itc.edu.kh/,52,0,34
1659948884505,59,HTTP Request,500,Internal Server Error,Practice 1-68,text,false,,2792,112,150,150,https://itc.edu.kh/,59,0,22
1659948884506,62,HTTP Request,500,Internal Server Error,Practice 1-120,text,false,,2792,112,150,150,https://itc.edu.kh/,61,0,26
1659948884513,64,HTTP Request,500,Internal Server Error,Practice 1-136,text,false,,2792,112,150,150,https://itc.edu.kh/,64,0,25
1659948884247,356,HTTP Request,500,Internal Server Error,Practice 1-137,text,false,,2792,112,150,150,https://itc.edu.kh/,355,0,285
1659948884506,97,HTTP Request,500,Internal Server Error,Practice 1-100,text,false,,2792,112,150,150,https://itc.edu.kh/,96,0,26
1659948884528,75,HTTP Request,500,Internal Server Error,Practice 1-127,text,false,,2792,112,150,150,https://itc.edu.kh/,74,0,18
1659948884513,97,HTTP Request,500,Internal Server Error,Practice 1-125,text,false,,2792,112,150,150,https://itc.edu.kh/,97,0,21
1659948884568,79,HTTP Request,500,Internal Server Error,Practice 1-120,text,false,,2792,112,150,150,https://itc.edu.kh/,79,0,30
1659948884578,70,HTTP Request,500,Internal Server Error,Practice 1-136,text,false,,2792,112,150,150,https://itc.edu.kh/,69,0,26
1659948884603,60,HTTP Request,500,Internal Server Error,Practice 1-100,text,false,,2792,112,150,150,https://itc.edu.kh/,60,0,29
1659948884610,77,HTTP Request,500,Internal Server Error,Practice 1-125,text,false,,2792,112,150,150,https://itc.edu.kh/,75,0,32
1659948884647,88,HTTP Request,500,Internal Server Error,Practice 1-120,text,false,,2792,112,150,150,https://itc.edu.kh/,88,0,41
1659948884648,87,HTTP Request,500,Internal Server Error,Practice 1-136,text,false,,2792,112,150,150,https://itc.edu.kh/,87,0,39
1659948884664,85,HTTP Request,500,Internal Server Error,Practice 1-100,text,false,,2792,112,150,150,https://itc.edu.kh/,85,0,72
1659948884687,64,HTTP Request,500,Internal Server Error,Practice 1-125,text,false,,2792,112,150,150,https://itc.edu.kh/,63,0,50
1659948884564,244,HTTP Request,500,Internal Server Error,Practice 1-68,text,false,,2792,112,150,150,https://itc.edu.kh/,244,0,29
1659948884808,26,HTTP Request,500,Internal Server Error,Practice 1-68,text,false,,2792,112,150,150,https://itc.edu.kh/,26,0,19
1659948884603,277,HTTP Request,500,Internal Server Error,Practice 1-137,text,false,,2792,112,150,150,https://itc.edu.kh/,277,0,268
1659948884603,277,HTTP Request,500,Internal Server Error,Practice 1-127,text,false,,2792,112,150,150,https://itc.edu.kh/,277,0,268
1659948884880,74,HTTP Request,500,Internal Server Error,Practice 1-127,text,false,,2792,112,150,150,https://itc.edu.kh/,74,0,18
1659948884880,97,HTTP Request,500,Internal Server Error,Practice 1-137,text,false,,2792,112,150,150,https://itc.edu.kh/,97,0,74
1659948884066,915,HTTP Request,500,Internal Server Error,Practice 1-90,text,false,,2792,112,150,150,https://itc.edu.kh/,914,0,908
1659948884954,43,HTTP Request,500,Internal Server Error,Practice 1-127,text,false,,2792,112,150,150,https://itc.edu.kh/,43,0,37
1659948884735,274,HTTP Request,500,Internal Server Error,Practice 1-120,text,false,,2792,112,150,150,https://itc.edu.kh/,274,0,267
1659948884735,274,HTTP Request,500,Internal Server Error,Practice 1-136,text,false,,2792,112,150,150,https://itc.edu.kh/,273,0,268
1659948884977,33,HTTP Request,500,Internal Server Error,Practice 1-137,text,false,,2792,112,150,150,https://itc.edu.kh/,33,0,25
1659948884981,31,HTTP Request,500,Internal Server Error,Practice 1-90,text,false,,2792,112,150,150,https://itc.edu.kh/,31,0,23
1659948884749,270,HTTP Request,500,Internal Server Error,Practice 1-100,text,false,,2792,112,150,150,https://itc.edu.kh/,269,0,262
1659948884751,270,HTTP Request,500,Internal Server Error,Practice 1-125,text,false,,2792,112,150,150,https://itc.edu.kh/,270,0,263
1659948884997,25,HTTP Request,500,Internal Server Error,Practice 1-127,text,false,,2792,112,150,150,https://itc.edu.kh/,25,0,18
1659948885009,36,HTTP Request,500,Internal Server Error,Practice 1-120,text,false,,2792,112,150,150,https://itc.edu.kh/,35,0,26
1659948885013,32,HTTP Request,500,Internal Server Error,Practice 1-90,text,false,,2792,112,150,150,https://itc.edu.kh/,32,0,23
1659948885010,35,HTTP Request,500,Internal Server Error,Practice 1-137,text,false,,2792,112,150,150,https://itc.edu.kh/,34,0,26
1659948885009,36,HTTP Request,500,Internal Server Error,Practice 1-136,text,false,,2792,112,150,150,https://itc.edu.kh/,36,0,26
1659948885019,39,HTTP Request,500,Internal Server Error,Practice 1-100,text,false,,2792,112,150,150,https://itc.edu.kh/,38,0,26
1659948885021,37,HTTP Request,500,Internal Server Error,Practice 1-125,text,false,,2792,112,150,150,https://itc.edu.kh/,36,0,23
